date,Silbergraben,Gera,Schmal,Kern,Vol,Out,In_tot,Vol_diff,Ungauged,In_calc,Vol_calc,out_calc,out_calc_fixed,Vol_calc_fixed
2020-10-10,0.149,0.05,0.014,0.125,9.091,0.752,0.415,17.28153536,0.0507,0.3747,8.451021488,0.652477777777788,0.652477777777788,9.0935370496
2020-10-11,0.116,0.056,0.014,0.095,9.055,0.722,0.336,17.24506592,0.038415,0.305415,8.415028544,0.722081666666662,0.722081666666662,9.0575370496
2020-10-12,0.106,0.056,0.014,0.081,9.019,0.64,0.304,17.21327072,0.033735,0.276735,8.383642448,0.693401666666662,0.693401666666662,9.0215370496
2020-10-13,0.096,0.056,0.014,0.081,8.972,0.718,0.29,17.17318976,0.031785,0.264785,8.344484672,0.808766481481488,0.808766481481488,8.9745370496
2020-10-14,0.106,0.056,0.014,0.069,8.924,0.72,0.287,17.13266816,0.031395,0.262395,8.3049476,0.817950555555556,0.817950555555556,8.9265370496
2020-10-15,0.281,0.07,0.018,0.22,8.913,0.715,0.74,17.13173936,0.094185,0.665185,8.300643584,0.792499814814806,0.792499814814806,8.9155370496
2020-10-16,0.468,0.116,0.021,0.429,8.948,0.775,1.32,17.17547936,0.17082,1.18382,8.335965632,0.778727407407406,0.778727407407406,8.9505370496
2020-10-17,0.468,0.138,0.021,0.399,9.008,0.778,1.301,17.2173056,0.16497,1.16997,8.36983184,0.47552555555557,0.47552555555557,9.0105370496
2020-10-18,0.421,0.126,0.018,0.342,9.067,0.704,1.15,17.25279872,0.145275,1.034275,8.3983676,0.351404629629617,0.351404629629617,9.0695370496
2020-10-19,0.357,0.126,0.014,0.29,9.103,0.707,0.995,17.27462768,0.123435,0.896435,8.414734784,0.479768333333338,0.479768333333338,9.1055370496
2020-10-20,0.299,0.116,0.014,0.265,9.121,0.7,0.873,17.28655088,0.10725,0.78725,8.422273184,0.578916666666659,0.578916666666659,9.1235370496
2020-10-21,0.264,0.106,0.012,0.22,9.133,0.698,0.755,17.28846032,0.09204,0.68204,8.42089424,0.543151111111126,0.543151111111126,9.1355370496
2020-10-22,0.248,0.106,0.012,0.199,9.133,0.751,0.705,17.2812416,0.084825,0.637825,8.41111592,0.637825,0.637825,9.1355370496
2020-10-23,0.216,0.096,0.009,0.179,9.139,0.714,0.626,17.27055392,0.07527,0.56627,8.398352048,0.496825555555553,0.496825555555553,9.1415370496
2020-10-24,0.202,0.096,0.009,0.179,9.145,0.737,0.607,17.25613808,0.07254,0.54954,8.382155504,0.480095555555553,0.480095555555553,9.1475370496
2020-10-25,0.188,0.096,0.009,0.16,9.151,0.703,0.563,17.24100512,0.066105,0.510105,8.365489376,0.440660555555553,0.440660555555553,9.1535370496
2020-10-26,0.188,0.096,0.009,0.16,9.151,0.714,0.563,17.22487424,0.066105,0.510105,8.347872848,0.510105,0.510105,9.1535370496
2020-10-27,0.174,0.096,0.009,0.142,9.157,0.754,0.519,17.20131296,0.059865,0.471865,8.323496384,0.402420555555553,0.402420555555553,9.1595370496
2020-10-28,0.174,0.087,0.007,0.142,9.163,0.755,0.511,17.17696976,0.060255,0.463255,8.298289616,0.393810555555553,0.393810555555553,9.1655370496
2020-10-29,0.216,0.087,0.018,0.16,9.199,0.745,0.588,17.16018656,0.06981,0.53281,8.2799564,0.116143333333338,0.116143333333338,9.2015370496
2020-10-30,0.264,0.416,0.018,0.22,9.199,0.746,1.063,17.18435264,0.09087,0.99087,8.301113168,0.99087,0.99087,9.2015370496
2020-10-31,0.281,0.386,0.018,0.22,9.223,0.687,1.056,17.2132664,0.094185,0.981185,8.326530752,0.703407222222212,0.703407222222212,9.2255370496
2020-11-01,0.299,0.386,0.021,0.242,9.248,0.71,1.109,17.2446728,0.1014,1.0284,8.354040512,0.739048148148165,0.739048148148165,9.2505370496
2020-11-02,0.337,0.505,0.018,0.242,9.29,0.68,1.28,17.2935752,0.109395,1.193395,8.39839784,0.707283888888891,0.707283888888891,9.2925370496
2020-11-03,0.337,0.625,0.018,0.265,9.339,0.664,1.431,17.35697552,0.11388,1.34088,8.456880272,0.773750370370356,0.773750370370356,9.3415370496
2020-11-04,0.337,0.595,0.018,0.265,9.387,0.68,1.401,17.41633232,0.11388,1.31088,8.511388304,0.755324444444444,0.755324444444444,9.3895370496
2020-11-05,0.299,0.535,0.014,0.242,9.436,0.716,1.26,17.4602408,0.102765,1.178765,8.5513712,0.611635370370376,0.611635370370376,9.4385370496
2020-11-06,0.281,0.505,0.014,0.242,9.473,0.709,1.206,17.50011872,0.099255,1.127255,8.587508432,0.69901425925925,0.69901425925925,9.4755370496
2020-11-07,0.281,0.656,0.014,0.242,9.516,0.706,1.357,17.5533152,0.099255,1.278255,8.636951264,0.780569814814823,0.780569814814823,9.5185370496
2020-11-08,0.264,0.595,0.014,0.22,9.559,0.721,1.244,17.59538768,0.09165,1.17065,8.675801024,0.672964814814823,0.672964814814823,9.5615370496
2020-11-09,0.232,0.565,0.014,0.22,9.603,0.662,1.17,17.63641904,0.08541,1.10241,8.713852448,0.593150740740735,0.593150740740735,9.6055370496
2020-11-10,0.216,0.505,0.014,0.199,9.634,0.714,1.06,17.66322896,0.078195,0.998195,8.738406896,0.639398703703697,0.639398703703697,9.6365370496
2020-11-11,0.202,0.476,0.012,0.199,9.652,0.706,1.013,17.68670384,0.075855,0.952855,8.759735168,0.744521666666679,0.744521666666679,9.6545370496
2020-11-12,0.202,0.416,0.012,0.179,9.659,0.75,0.926,17.69867024,0.071955,0.868955,8.77001288,0.787936481481465,0.787936481481465,9.6615370496
2020-11-13,0.188,0.416,0.012,0.179,9.659,0.755,0.907,17.70854144,0.069225,0.852225,8.77841312,0.852225,0.852225,9.6615370496
2020-11-14,0.174,0.386,0.012,0.179,9.659,0.738,0.858,17.71572128,0.066495,0.805495,8.784244688,0.805495,0.805495,9.6615370496
2020-11-15,0.174,0.356,0.012,0.16,9.646,0.571,0.803,17.73329936,0.06279,0.75279,8.799951344,0.903252962962962,0.903252962962962,9.6485370496
2020-11-16,0.161,0.356,0.012,0.16,9.646,0.706,0.785,17.73707504,0.060255,0.737255,8.802651776,0.737255,0.737255,9.6485370496
2020-11-17,0.174,0.386,0.012,0.16,9.641,0.777,0.833,17.7385568,0.06279,0.78279,8.803152032,0.840660370370379,0.840660370370379,9.6435370496
2020-11-18,0.149,0.356,0.012,0.16,9.634,0.715,0.769,17.7401336,0.057915,0.722915,8.803835888,0.803933518518515,0.803933518518515,9.6365370496
2020-11-19,0.161,0.15,0.012,0.142,9.609,0.72,0.555,17.7227672,0.056745,0.509745,8.785669856,0.799096851851856,0.799096851851856,9.6115370496
2020-11-20,0.149,0.138,0.012,0.142,9.584,0.789,0.527,17.69672192,0.054405,0.483405,8.759266448,0.772756851851856,0.772756851851856,9.5865370496
2020-11-21,0.149,0.126,0.009,0.142,9.547,0.745,0.516,17.67371792,0.05499,0.47199,8.735678384,0.90023074074073,0.90023074074073,9.5495370496
2020-11-22,0.149,0.126,0.009,0.125,9.516,0.7,0.493,17.65280912,0.051675,0.451675,8.714223104,0.810471296296303,0.810471296296303,9.5185370496
2020-11-23,0.149,0.126,0.009,0.142,9.486,0.659,0.516,17.63760704,0.05499,0.47199,8.69806544,0.819212222222215,0.819212222222215,9.4885370496
2020-11-24,0.149,0.126,0.009,0.125,9.455,0.711,0.493,17.61570032,0.051675,0.451675,8.67565976,0.810471296296303,0.810471296296303,9.4575370496
2020-11-25,0.149,0.126,0.021,0.142,9.424,0.755,0.512,17.59144352,0.05265,0.46965,8.65100552,0.828446296296303,0.828446296296303,9.4265370496
2020-11-26,0.149,0.269,0.021,0.142,9.406,0.749,0.655,17.58008624,0.05265,0.61265,8.63922488,0.820983333333321,0.820983333333321,9.4085370496
2020-11-27,0.137,0.269,0.021,0.142,9.394,0.737,0.638,17.5683488,0.05031,0.59831,8.627242064,0.737198888888894,0.737198888888894,9.3965370496
2020-11-28,0.137,0.269,0.018,0.142,9.381,0.707,0.639,17.55941936,0.050895,0.598895,8.617901792,0.749357962962962,0.749357962962962,9.3835370496
2020-11-29,0.149,0.269,0.018,0.125,9.369,0.725,0.633,17.54833856,0.04992,0.59292,8.60649008,0.731808888888894,0.731808888888894,9.3715370496
2020-11-30,0.126,0.252,0.018,0.125,9.363,0.707,0.585,17.53474352,0.045435,0.548435,8.592790064,0.617879444444447,0.617879444444447,9.3655370496
2020-12-01,0.126,0.252,0.018,0.125,9.345,0.755,0.585,17.51679392,0.045435,0.548435,8.574942848,0.756768333333321,0.756768333333321,9.3475370496
2020-12-02,0.126,0.252,0.025,0.142,9.327,0.785,0.605,17.49785072,0.047385,0.567385,8.556140912,0.775718333333341,0.775718333333341,9.3295370496
2020-12-03,0.116,0.235,0.025,0.142,9.314,0.808,0.575,17.47422896,0.045435,0.538435,8.532850496,0.688897962962962,0.688897962962962,9.3165370496
2020-12-04,0.126,0.235,0.021,0.142,9.29,0.62,0.589,17.46887216,0.048165,0.551165,8.526903152,0.828942777777788,0.828942777777788,9.2925370496
2020-12-05,0.116,0.235,0.025,0.142,9.278,0.836,0.575,17.44271024,0.045435,0.538435,8.501193536,0.677323888888874,0.677323888888874,9.2805370496
2020-12-06,0.116,0.219,0.021,0.142,9.26,0.765,0.56,17.42169344,0.046215,0.523215,8.480303312,0.731548333333341,0.731548333333341,9.2625370496
2020-12-07,0.116,0.219,0.021,0.142,9.242,0.65,0.56,17.41110944,0.046215,0.523215,8.469349088,0.731548333333321,0.731548333333321,9.2445370496
2020-12-08,0.116,0.204,0.021,0.125,9.223,0.748,0.522,17.38835168,0.0429,0.4879,8.446876448,0.707807407407409,0.707807407407409,9.2255370496
2020-12-09,0.106,0.189,0.021,0.125,9.193,0.762,0.494,17.36190464,0.04095,0.46095,8.420865728,0.808172222222235,0.808172222222235,9.1955370496
2020-12-10,0.106,0.189,0.021,0.125,9.169,0.733,0.494,17.33808848,0.04095,0.46095,8.397360608,0.738727777777768,0.738727777777768,9.1715370496
2020-12-11,0.106,0.189,0.021,0.125,9.151,0.743,0.494,17.31336512,0.04095,0.46095,8.372991488,0.669283333333341,0.669283333333341,9.1535370496
2020-12-12,0.106,0.176,0.021,0.125,9.121,0.733,0.481,17.28842576,0.04095,0.44795,8.348363168,0.795172222222215,0.795172222222215,9.1235370496
2020-12-13,0.106,0.176,0.018,0.125,9.091,0.677,0.482,17.26865312,0.041535,0.448535,8.328623792,0.795757222222235,0.795757222222235,9.0935370496
2020-12-14,0.106,0.176,0.018,0.125,9.073,0.7,0.482,17.24679392,0.041535,0.448535,8.306897216,0.656868333333321,0.656868333333321,9.0755370496
2020-12-15,0.116,0.162,0.021,0.109,9.043,0.74,0.458,17.21923232,0.03978,0.42678,8.279835008,0.774002222222235,0.774002222222235,9.0455370496
2020-12-16,0.106,0.162,0.021,0.125,9.019,0.743,0.467,17.19217616,0.04095,0.43395,8.253133088,0.711727777777768,0.711727777777768,9.0215370496
2020-12-17,0.106,0.162,0.021,0.109,8.99,0.679,0.445,17.16902528,0.03783,0.41483,8.2303088,0.750478148148147,0.750478148148147,8.9925370496
2020-12-18,0.106,0.162,0.021,0.109,8.966,0.656,0.445,17.14796096,0.03783,0.41483,8.209471712,0.692607777777788,0.692607777777788,8.9685370496
2020-12-19,0.106,0.162,0.021,0.109,8.936,0.628,0.445,17.1294368,0.03783,0.41483,8.191053824,0.762052222222215,0.762052222222215,8.9385370496
2020-12-20,0.106,0.162,0.021,0.109,8.913,0.609,0.445,17.11263632,0.03783,0.41483,8.174277536,0.6810337037037,0.6810337037037,8.9155370496
2020-12-21,0.116,0.162,0.025,0.109,8.883,0.637,0.457,17.09433248,0.039,0.426,8.156047136,0.773222222222235,0.773222222222235,8.8855370496
2020-12-22,0.137,0.189,0.025,0.142,8.86,0.703,0.557,17.07868112,0.04953,0.51753,8.140022528,0.7837337037037,0.7837337037037,8.8625370496
2020-12-23,0.188,0.505,0.034,0.179,8.854,0.711,0.989,17.0996288,0.064935,0.936935,8.159543312,1.00637944444445,1.00637944444445,8.8565370496
2020-12-24,0.378,0.565,0.021,0.22,8.883,0.684,1.365,17.15551232,0.112515,1.275515,8.210650208,0.939866851851852,0.939866851851852,8.8855370496
2020-12-25,0.444,0.595,0.018,0.265,8.942,0.688,1.546,17.22667136,0.134745,1.438745,8.275514576,0.755874629629617,0.755874629629617,8.9445370496
2020-12-26,0.399,0.535,0.018,0.265,9.008,0.652,1.425,17.29064192,0.12597,1.32497,8.333659184,0.561081111111123,0.561081111111123,9.0105370496
2020-12-27,0.357,0.978,0.014,0.265,9.091,0.625,1.813,17.39058512,0.11856,1.71856,8.428142768,0.75791185185185,0.75791185185185,9.0935370496
2020-12-28,0.357,0.811,0.014,0.29,9.175,0.658,1.68,17.47604336,0.123435,1.581435,8.507927552,0.609212777777762,0.609212777777762,9.1775370496
2020-12-29,0.337,0.811,0.014,0.265,9.248,0.778,1.619,17.5453448,0.11466,1.52766,8.572698176,0.682752592592609,0.682752592592609,9.2505370496
2020-12-30,0.299,0.686,0.014,0.242,9.32,0.695,1.411,17.6042048,0.102765,1.329765,8.627541872,0.496431666666655,0.496431666666655,9.3225370496
2020-12-31,0.264,0.625,0.012,0.22,9.375,0.692,1.274,17.65150016,0.09204,1.20104,8.671522928,0.564465925925929,0.564465925925929,9.3775370496
2021-01-01,0.248,0.565,0.012,0.22,9.418,0.73,1.193,17.68834976,0.08892,1.12192,8.705384816,0.624234814814823,0.624234814814823,9.4205370496
2021-01-02,0.216,0.505,0.012,0.199,9.455,0.668,1.061,17.7194192,0.078585,0.998585,8.73394736,0.57034425925925,0.57034425925925,9.4575370496
2021-01-03,0.202,0.476,0.012,0.199,9.486,0.671,1.013,17.74606928,0.075855,0.952855,8.758299632,0.594058703703697,0.594058703703697,9.4885370496
2021-01-04,0.188,0.446,0.012,0.179,9.504,0.706,0.937,17.76297776,0.069225,0.882225,8.773525472,0.673891666666679,0.673891666666679,9.5065370496
2021-01-05,0.202,0.416,0.012,0.179,9.516,0.74,0.926,17.77585136,0.071955,0.868955,8.784667184,0.730066111111106,0.730066111111106,9.5185370496
2021-01-06,0.188,0.386,0.012,0.179,9.535,0.758,0.877,17.7828584,0.069225,0.822225,8.790216224,0.602317592592591,0.602317592592591,9.5375370496
2021-01-07,0.174,0.356,0.012,0.16,9.541,0.688,0.803,17.78982224,0.06279,0.75279,8.79581408,0.683345555555553,0.683345555555553,9.5435370496
2021-01-08,0.161,0.356,0.012,0.16,9.547,0.738,0.785,17.79069488,0.060255,0.737255,8.795749712,0.667810555555553,0.667810555555553,9.5495370496
2021-01-09,0.161,0.325,0.009,0.16,9.553,0.758,0.755,17.78716112,0.06084,0.70684,8.791329488,0.637395555555553,0.637395555555553,9.5555370496
2021-01-10,0.137,0.306,0.009,0.142,9.553,0.68,0.68,17.78422352,0.05265,0.63765,8.787670448,0.63765,0.63765,9.5555370496
2021-01-11,0.137,0.287,0.009,0.142,9.547,0.738,0.661,17.77438256,0.05265,0.61865,8.777358608,0.688094444444447,0.688094444444447,9.5495370496
2021-01-12,0.149,0.287,0.009,0.16,9.541,0.783,0.701,17.7639152,0.0585,0.6545,8.766256208,0.723944444444447,0.723944444444447,9.5435370496
2021-01-13,0.137,0.287,0.009,0.142,9.535,0.693,0.661,17.75815664,0.05265,0.61865,8.759832368,0.688094444444447,0.688094444444447,9.5375370496
2021-01-14,0.137,0.269,0.009,0.142,9.522,0.753,0.643,17.74539968,0.05265,0.60065,8.746669328,0.751112962962962,0.751112962962962,9.5245370496
2021-01-15,0.137,0.252,0.009,0.142,9.516,0.727,0.626,17.73353264,0.05265,0.58365,8.734283888,0.653094444444447,0.653094444444447,9.5185370496
2021-01-16,0.126,0.235,0.009,0.125,9.498,0.72,0.571,17.71754864,0.04719,0.53319,8.718143504,0.741523333333341,0.741523333333341,9.5005370496
2021-01-17,0.126,0.235,0.009,0.125,9.486,0.765,0.571,17.69748224,0.04719,0.53319,8.69811512,0.672078888888874,0.672078888888874,9.4885370496
2021-01-18,0.126,0.219,0.009,0.125,9.467,0.832,0.555,17.6699552,0.04719,0.51719,8.670915536,0.737097407407409,0.737097407407409,9.4695370496
2021-01-19,0.126,0.219,0.009,0.125,9.449,0.745,0.555,17.6503208,0.04719,0.51719,8.651232752,0.725523333333341,0.725523333333341,9.4515370496
2021-01-20,0.126,0.219,0.009,0.125,9.443,0.75,0.555,17.6302328,0.04719,0.51719,8.631117968,0.586634444444447,0.586634444444447,9.4455370496
2021-01-21,0.126,0.219,0.009,0.125,9.43,0.795,0.555,17.6060624,0.04719,0.51719,8.607115184,0.667652962962962,0.667652962962962,9.4325370496
2021-01-22,0.174,0.416,0.025,0.199,9.418,0.796,0.911,17.61255968,0.06786,0.85686,8.612373488,0.995748888888894,0.995748888888894,9.4205370496
2021-01-23,0.216,0.565,0.029,0.22,9.449,0.767,1.143,17.64173264,0.079365,1.080365,8.639448224,0.721568703703697,0.721568703703697,9.4515370496
2021-01-24,0.216,0.535,0.029,0.22,9.479,0.766,1.113,17.66840432,0.079365,1.050365,8.66401736,0.703142777777785,0.703142777777785,9.4815370496
2021-01-25,0.216,0.505,0.029,0.22,9.504,0.724,1.083,17.69629424,0.079365,1.020365,8.689623296,0.731013148148144,0.731013148148144,9.5065370496
2021-01-26,0.202,0.476,0.029,0.22,9.541,0.805,1.036,17.71277504,0.076635,0.974635,8.70427976,0.54639425925925,0.54639425925925,9.5435370496
2021-01-27,0.202,0.446,0.025,0.199,9.559,0.818,0.979,17.72315168,0.07332,0.92032,8.713120208,0.711986666666679,0.711986666666679,9.5615370496
2021-01-28,0.202,0.446,0.025,0.199,9.572,0.795,0.979,17.73561488,0.07332,0.92032,8.723947856,0.769857037037038,0.769857037037038,9.5745370496
2021-01-29,0.202,0.446,0.025,0.199,9.597,0.82,0.979,17.74581008,0.07332,0.92032,8.732615504,0.630968148148144,0.630968148148144,9.5995370496
2021-01-30,1.014,0.978,0.029,0.84,9.733,0.787,3.471,17.97430784,0.355875,3.187875,8.940051104,1.61380092592591,1.61380092592591,9.7355370496
2021-01-31,1.014,0.91,0.029,0.84,9.991,0.777,3.403,18.1978376,0.355875,3.119875,9.142475504,0.133763888888899,0.133763888888899,9.9935370496
2021-02-01,0.78,1.711,0.021,0.713,10.273,0.748,3.719,18.45130064,0.28704,3.49104,9.37947416,0.22715111111111,0.22715111111111,10.2755370496
2021-02-02,0.626,1.439,0.018,0.561,10.52,0.767,3.035,18.6439424,0.227955,2.853955,9.559787072,-0.00484129629629493,0.1,10.5134787616
2021-02-03,0.579,1.355,0.014,0.561,10.71,0.831,2.889,18.81816368,0.21957,2.71457,9.72252752,0.515495925925911,0.513526371474191,10.7036489311046
2021-02-04,2.162,1.439,0.045,2.473,11.097,0.799,7.681,19.4093168,0.89505,6.96905,10.25561984,2.48988333333335,2.47855468950184,11.0916277259317
2021-02-05,1.986,0.876,0.039,1.932,11.783,0.89,6.152,19.8601088,0.756405,5.550405,10.658278832,-2.38940981481481,0.1,11.5625427179317
2021-02-06,1.35,2.014,0.029,1.293,12.312,0.827,5.572,20.26650416,0.50973,5.16673,11.033231504,-0.955955185185185,0.1,12.0003081899317
2021-02-07,1.014,2.349,0.021,1.028,12.751,0.98,5.098,20.61806576,0.394095,4.785095,11.361991712,-0.29592351851852,0.1,12.4051003979317
2021-02-08,0.78,1.859,0.018,0.84,13.088,0.915,4.04,20.88411296,0.31239,3.79139,11.610511808,-0.10907296296296,0.1,12.7240364939317
2021-02-09,0.626,1.439,0.014,0.713,13.333,0.951,3.242,21.07794704,0.258375,3.036375,11.790688208,0.20072685185184,0.180848325416266,12.9707539986157
2021-02-10,0.535,1.158,0.012,0.597,13.512,0.983,2.682,21.22049408,0.2184,2.5084,11.922482768,0.436640740740737,0.370204415758108,13.1554940970942
2021-02-11,0.468,0.978,0.009,0.493,13.647,1.018,2.272,21.32444192,0.18564,2.12464,12.018096464,0.562140000000002,0.470936293758403,13.2983740973135
2021-02-12,0.399,1.12,0.009,0.46,13.768,1.062,2.277,21.42483008,0.16575,2.14475,12.111646064,0.744287037037032,0.617136464350843,13.4303599067936
2021-02-13,0.357,1.012,0.007,0.399,13.882,0.878,2.03,21.52056992,0.146055,1.914055,12.201161216,0.594610555555567,0.496998758669593,13.5527935660445
2021-02-14,0.318,0.91,0.007,0.37,13.981,0.862,1.836,21.60099968,0.132795,1.730795,12.276225104,0.584961666666664,0.489254085879235,13.6600627010245
2021-02-15,0.299,0.811,0.007,0.342,14.065,0.835,1.674,21.66988208,0.12363,1.57563,12.340215536,0.603407777777782,0.504059841905144,13.7526463626839
2021-02-16,0.299,0.78,0.007,0.342,14.088,1.329,1.643,21.6912704,0.12363,1.54463,12.358845968,1.2784262962963,1.04586290478121,13.7957398397108
2021-02-17,0.318,0.811,0.007,0.342,14.119,1.333,1.7,21.71722064,0.127335,1.598335,12.381770912,1.2395387037037,1.01464981033042,13.8461702400983
2021-02-18,0.299,0.356,0.005,0.315,14.126,1.282,1.183,21.7031288,0.118755,1.088755,12.365074544,1.00773648148149,0.828593945882273,13.8686481551741
2021-02-19,0.318,0.416,0.007,0.342,14.119,1.316,1.305,21.69649328,0.127335,1.203335,12.355340288,1.28435351851851,1.05062038485952,13.8818426979222
2021-02-20,0.337,0.446,0.009,0.37,14.119,1.36,1.397,21.69381488,0.13611,1.28911,12.349215392,1.28911,1.05443817083795,13.9021183439618
2021-02-21,0.399,0.505,0.012,0.429,14.126,1.328,1.619,21.71322032,0.15912,1.49212,12.36339536,1.41110148148149,1.15235453386829,13.9314740802356
2021-02-22,0.579,0.656,0.018,0.561,14.172,1.292,2.189,21.78513968,0.21879,2.01479,12.425844416,1.48238259259258,1.20956825951534,14.0010452386135
2021-02-23,0.675,1.526,0.021,0.597,14.334,1.252,3.236,21.95114864,0.243945,3.041945,12.580495664,1.16694500000001,0.956382533310385,14.1812378357354
2021-02-24,0.893,1.962,0.025,0.754,14.551,1.324,4.177,22.19192816,0.31629,3.92529,12.80524712,1.41371592592592,1.15445301556746,14.4206381511904
2021-02-25,1.077,2.408,0.025,0.885,14.849,1.299,5.048,22.51023008,0.377715,4.747715,13.103216096,1.29864092592593,1.06208816075237,14.7390763101014
2021-02-26,1.077,2.589,0.021,0.931,15.197,1.364,5.292,22.8437168,0.387465,4.984465,13.416024272,0.956687222222233,0.787619299608982,15.1016837786152
2021-02-27,0.952,2.349,0.018,0.84,15.525,1.379,4.762,23.13005072,0.34593,4.48693,13.684549424,0.69063370370369,0.57407166014767,15.4397547391784
2021-02-28,0.78,1.91,0.014,0.713,15.783,1.357,3.921,23.34571808,0.288405,3.691405,13.886242016,0.705293888888898,0.585838645819573,15.7080756721796
2021-03-01,0.675,1.664,0.014,0.635,15.978,1.311,3.428,23.52296336,0.25272,3.22672,14.051760224,0.969775555555552,0.798124639675057,15.9179063113117
2021-03-02,0.535,1.396,0.012,0.561,16.174,0.875,2.871,23.69163776,0.21138,2.70338,14.209732256,0.434861481481485,0.368776294766065,16.1196160714439
2021-03-03,0.492,1.274,0.009,0.526,16.339,0.833,2.645,23.844596,0.196755,2.488755,14.352789488,0.579032777777787,0.484495268052288,16.2927841122842
2021-03-04,0.468,1.158,0.009,0.493,16.471,0.84,2.452,23.980244,0.18564,2.30464,14.479334384,0.776862222222205,0.643282910148829,16.4363253648473
2021-03-05,0.468,1.158,0.009,0.493,16.612,0.829,2.452,24.11688992,0.18564,2.30464,14.60682968,0.672695555555575,0.561862965980304,16.5869013005866
2021-03-06,0.421,1.048,0.007,0.429,16.737,0.814,2.229,24.23562944,0.164385,2.062385,14.714690144,0.61562574074074,0.515837754709446,16.7205229825797
2021-03-07,0.399,1.012,0.007,0.399,16.846,0.811,2.087,24.34237232,0.154245,1.964245,14.814330512,0.702670925925905,0.586037264752656,16.8396001309051
2021-03-08,0.378,0.943,0.007,0.399,16.946,0.792,1.99,24.44245808,0.15015,1.87015,14.907482672,0.712742592592576,0.660937119861829,16.944076123749
2021-03-09,0.357,0.876,0.007,0.37,16.98,1.359,1.855,24.4794416,0.1404,1.7434,14.940694832,1.34988148148149,1.31141144784728,16.981399934655
2021-03-10,0.337,0.811,0.007,0.37,17.005,1.351,1.763,24.50920208,0.1365,1.6545,14.966917232,1.36514814814816,1.35198709554449,17.0075370496
2021-03-11,0.318,0.204,0.007,0.342,17.005,1.361,1.093,24.48016736,0.127335,0.991335,14.934978176,0.991335,0.991335,17.0075370496
2021-03-12,0.337,0.189,0.005,0.342,16.988,0.86,1.104,24.49753376,0.13143,0.99943,14.947024928,1.19618925925925,1.19618925925925,16.9905370496
2021-03-13,0.318,0.189,0.005,0.342,16.963,1.33,1.078,24.47001536,0.127725,0.976725,14.916501968,1.26607685185184,1.26607685185184,16.9655370496
2021-03-14,0.399,0.204,0.007,0.37,16.955,1.412,1.24,24.44905472,0.14859,1.12159,14.891410544,1.21418259259262,1.21418259259262,16.9575370496
2021-03-15,0.399,0.204,0.007,0.37,16.929,1.274,1.24,24.44061344,0.14859,1.12159,14.87824232,1.42251592592592,1.42251592592592,16.9315370496
2021-03-16,0.378,0.204,0.007,0.342,16.913,1.359,1.174,24.41875856,0.139035,1.063035,14.852670944,1.24822018518516,1.24822018518516,16.9155370496
2021-03-17,0.378,0.811,0.007,0.342,16.921,1.305,1.781,24.45424736,0.139035,1.670035,14.884209968,1.57744240740742,1.57744240740742,16.9235370496
2021-03-18,0.357,0.811,0.007,0.342,16.955,1.366,1.752,24.48169664,0.13494,1.64494,14.908310384,1.25142148148149,1.25142148148149,16.9575370496
2021-03-19,0.337,0.78,0.007,0.342,16.98,1.449,1.694,24.49660496,0.13104,1.59004,14.92049624,1.30068814814812,1.30068814814812,16.9825370496
2021-03-20,0.318,0.748,0.021,0.342,16.997,1.392,1.632,24.51132752,0.124605,1.532605,14.932644512,1.33584574074075,1.33584574074075,16.9995370496
2021-03-21,0.229,0.686,0.021,0.315,17.005,1.374,1.413,24.50876144,0.101985,1.331985,14.929014416,1.23939240740742,1.23939240740742,17.0075370496
2021-03-22,0.281,0.656,0.021,0.315,17.013,1.385,1.453,24.50865344,0.112125,1.364125,14.927210816,1.27153240740738,1.27153240740738,17.0155370496
2021-03-23,0.281,0.625,0.021,0.29,17.013,1.249,1.389,24.51535376,0.10725,1.30325,14.931898016,1.30325,1.30325,17.0155370496
2021-03-24,0.264,0.595,0.021,0.265,17.022,1.187,1.302,24.52016192,0.09906,1.22306,14.9350136,1.11889333333337,1.11889333333337,17.0245370496
2021-03-25,0.248,0.595,0.018,0.265,17.03,1.16,1.281,24.52560512,0.096525,1.204525,14.93886056,1.11193240740738,1.11193240740738,17.0325370496
2021-03-26,0.264,0.595,0.018,0.265,17.039,1.229,1.303,24.52668944,0.099645,1.223645,14.938397888,1.11947833333333,1.11947833333333,17.0415370496
2021-03-27,0.281,0.625,0.018,0.29,17.047,1.189,1.39,24.53891936,0.107835,1.303835,14.948319632,1.21124240740742,1.21124240740742,17.0495370496
2021-03-28,0.281,0.625,0.014,0.265,17.064,1.217,1.357,24.54575792,0.10374,1.27474,14.953308368,1.07798074074075,1.07798074074075,17.0665370496
2021-03-29,0.281,0.625,0.018,0.265,17.072,1.088,1.356,24.56421296,0.10296,1.27396,14.969375312,1.18136740740742,1.18136740740742,17.0745370496
2021-03-30,0.318,0.686,0.018,0.29,17.081,1.019,1.501,24.60145568,0.11505,1.40905,15.003075632,1.30488333333333,1.30488333333333,17.0835370496
2021-03-31,0.337,0.748,0.018,0.315,17.106,1.088,1.622,24.64289312,0.12363,1.52363,15.040714064,1.23427814814812,1.23427814814812,17.1085370496
2021-04-01,0.378,0.876,0.018,0.342,17.157,1.021,1.842,24.7094168,0.13689,1.73289,15.10222136,1.14261222222224,1.14261222222224,17.1595370496
